0,1.7924E-06
5,1.5189E-06
10,1.3081E-06
15,1.1414E-06
20,1.0068E-06
30,8.042E-07
40,6.611E-07
50,5.56E-7
60,4.768E-07
70,4.153E-07
80,3.668E-07
90,3.279E-07
100,2.961E-07
